month,state_norm,district_resolved,demo_age_5_17,demo_age_17_
October 2025,telangana,adilabad,966,5494
October 2025,telangana,bhadradri kothagudem,1348,4959
October 2025,telangana,hanumakonda,398,2848
October 2025,telangana,hyderabad,3069,16064
October 2025,telangana,jagitial,339,2539
October 2025,telangana,jangoan,312,2533
October 2025,telangana,jayashankar bhupalapally,298,2480
October 2025,telangana,jogulamba gadwal,902,3567
October 2025,telangana,kamareddy,620,3639
October 2025,telangana,karimnagar,1446,9680
October 2025,telangana,khammam,1820,7705
October 2025,telangana,mahabubabad,458,3490
October 2025,telangana,mahabubnagar,3835,9631
October 2025,telangana,mancherial,646,3893
October 2025,telangana,medak,1604,7941
October 2025,telangana,medchal malkajgiri,2092,8611
October 2025,telangana,mulugu,222,1479
October 2025,telangana,nagarkurnool,496,2982
October 2025,telangana,nalgonda,1853,10371
October 2025,telangana,narayanpet,488,2644
October 2025,telangana,nirmal,832,4829
October 2025,telangana,nizamabad,1464,7191
October 2025,telangana,peddapalli,186,1710
October 2025,telangana,rajanna sircilla,276,1672
October 2025,telangana,ranga reddy,136,576
October 2025,telangana,sangareddy,839,3896
October 2025,telangana,siddipet,820,6156
October 2025,telangana,suryapet,872,7507
October 2025,telangana,vikarabad,1450,9377
October 2025,telangana,wanaparthy,793,3394
October 2025,telangana,warangal,1099,3658
October 2025,tripura,dhalai,153,1493
October 2025,tripura,gomati,109,733
October 2025,tripura,khowai,39,298
October 2025,tripura,north tripura,79,1409
October 2025,tripura,sepahijala,149,1497
October 2025,tripura,south tripura,344,2764
October 2025,tripura,unakoti,29,320
October 2025,tripura,west tripura,378,4884
October 2025,uttar pradesh,agra,1901,15090
October 2025,uttar pradesh,aligarh,1176,12723
October 2025,uttar pradesh,ambedkar nagar,846,7320
October 2025,uttar pradesh,amethi,855,7462
October 2025,uttar pradesh,amroha,596,7502
October 2025,uttar pradesh,auraiya,601,4441
October 2025,uttar pradesh,ayodhya,213,1190
October 2025,uttar pradesh,azamgarh,2040,14384
October 2025,uttar pradesh,baghpat,455,4735
October 2025,uttar pradesh,bahraich,1136,11756
October 2025,uttar pradesh,ballia,1568,11043
October 2025,uttar pradesh,balrampur,531,6328
October 2025,uttar pradesh,banda,566,7034
October 2025,uttar pradesh,bara banki,748,8314
October 2025,uttar pradesh,bareilly,1693,16982
October 2025,uttar pradesh,basti,1067,8068
October 2025,uttar pradesh,bhadohi,133,604
October 2025,uttar pradesh,bijnor,1383,14991
October 2025,uttar pradesh,budaun,1260,12409
October 2025,uttar pradesh,bulandshahr,1288,11522
October 2025,uttar pradesh,chandauli,1024,9664
October 2025,uttar pradesh,chitrakoot,337,3846
October 2025,uttar pradesh,deoria,1584,11212
October 2025,uttar pradesh,etah,716,6458
October 2025,uttar pradesh,etawah,457,4255
October 2025,uttar pradesh,farrukhabad,645,6518
October 2025,uttar pradesh,fatehpur,920,9003
October 2025,uttar pradesh,firozabad,823,8675
October 2025,uttar pradesh,gautam buddha nagar,738,6916
October 2025,uttar pradesh,ghaziabad,932,11158
October 2025,uttar pradesh,ghazipur,1533,11219
October 2025,uttar pradesh,gonda,1373,10982
October 2025,uttar pradesh,gorakhpur,1779,12967
October 2025,uttar pradesh,hamirpur,285,3251
October 2025,uttar pradesh,hapur,274,2715
October 2025,uttar pradesh,hardoi,1153,12171
October 2025,uttar pradesh,hathras,561,4579
October 2025,uttar pradesh,jalaun,427,4698
October 2025,uttar pradesh,jaunpur,2201,14899
October 2025,uttar pradesh,jhansi,507,5480
October 2025,uttar pradesh,kannauj,582,4835
October 2025,uttar pradesh,kanpur dehat,659,5795
October 2025,uttar pradesh,kanpur nagar,1126,11530
October 2025,uttar pradesh,kasganj,335,3519
October 2025,uttar pradesh,kaushambi,595,4750
October 2025,uttar pradesh,kheri,986,13422
October 2025,uttar pradesh,kushinagar,1679,13173
October 2025,uttar pradesh,lalitpur,338,3028
October 2025,uttar pradesh,lucknow,1088,12996
October 2025,uttar pradesh,mahoba,259,3095
October 2025,uttar pradesh,mahrajganj,1223,8520
October 2025,uttar pradesh,mainpuri,579,5399
October 2025,uttar pradesh,mathura,954,7182
October 2025,uttar pradesh,mau,1183,7742
October 2025,uttar pradesh,meerut,967,11323
October 2025,uttar pradesh,mirzapur,956,8384
October 2025,uttar pradesh,moradabad,1006,10423
October 2025,uttar pradesh,muzaffarnagar,1025,9369
October 2025,uttar pradesh,pilibhit,767,7652
October 2025,uttar pradesh,pratapgarh,1223,9128
October 2025,uttar pradesh,prayagraj,284,1834
October 2025,uttar pradesh,rae bareli,1087,9881
October 2025,uttar pradesh,rampur,783,8106
October 2025,uttar pradesh,saharanpur,942,11303
October 2025,uttar pradesh,sambhal,754,8023
October 2025,uttar pradesh,sant kabir nagar,695,5537
October 2025,uttar pradesh,shahjahanpur,1171,11380
October 2025,uttar pradesh,shamli,506,4821
October 2025,uttar pradesh,shrawasti,391,4949
October 2025,uttar pradesh,siddharthnagar,920,8224
October 2025,uttar pradesh,sitapur,1173,13192
October 2025,uttar pradesh,sonbhadra,711,6138
October 2025,uttar pradesh,sultanpur,1071,8202
October 2025,uttar pradesh,unnao,898,9152
October 2025,uttar pradesh,varanasi,1459,12824
October 2025,uttarakhand,almora,145,1404
October 2025,uttarakhand,bageshwar,93,457
October 2025,uttarakhand,chamoli,117,835
October 2025,uttarakhand,champawat,132,1072
October 2025,uttarakhand,dehradun,527,5350
October 2025,uttarakhand,haridwar,490,5774
October 2025,uttarakhand,nainital,336,2851
October 2025,uttarakhand,pauri garhwal,177,1752
October 2025,uttarakhand,pithoragarh,148,1125
October 2025,uttarakhand,rudraprayag,57,487
October 2025,uttarakhand,tehri garhwal,175,1817
October 2025,uttarakhand,udham singh nagar,612,5793
October 2025,uttarakhand,uttarkashi,154,763
October 2025,west bengal,alipurduar,161,1270
October 2025,west bengal,bankura,1030,21657
October 2025,west bengal,birbhum,1283,18073
October 2025,west bengal,cooch behar,1545,27858
October 2025,west bengal,dakshin dinajpur,496,9179
October 2025,west bengal,darjeeling,263,4945
October 2025,west bengal,hooghly,1141,20806
October 2025,west bengal,howrah,767,13072
October 2025,west bengal,jalpaiguri,917,31037
October 2025,west bengal,jhargram,70,605
October 2025,west bengal,kalimpong,12,186
October 2025,west bengal,kolkata,441,10216
October 2025,west bengal,malda,1683,24283
October 2025,west bengal,murshidabad,2610,29073
October 2025,west bengal,nadia,1130,36408
October 2025,west bengal,north parganas,1778,32108
October 2025,west bengal,paschim bardhaman,127,1606
October 2025,west bengal,paschim medinipur,1707,32354
October 2025,west bengal,purba bardhaman,177,1790
October 2025,west bengal,purba medinipur,1052,10735
October 2025,west bengal,purulia,1163,17653
October 2025,west bengal,south parganas,2794,40836
October 2025,west bengal,uttar dinajpur,1538,33848
November 2025,andaman and nicobar islands,nicobars,5,105
November 2025,andaman and nicobar islands,north and middle andaman,21,294
November 2025,andaman and nicobar islands,south andamans,113,711
November 2025,andhra pradesh,alluri sitharama raju,307,1925
November 2025,andhra pradesh,anakapalli,355,1788
November 2025,andhra pradesh,ananthapuramu,4337,8884
November 2025,andhra pradesh,annamayya,619,3002
November 2025,andhra pradesh,bapatla,378,1765
November 2025,andhra pradesh,chittoor,6604,19402
November 2025,andhra pradesh,dr b r ambedkar konaseema,379,2301
November 2025,andhra pradesh,east godavari,3953,20783
November 2025,andhra pradesh,eluru,506,2896
November 2025,andhra pradesh,guntur,4667,22012
November 2025,andhra pradesh,kakinada,576,3330
November 2025,andhra pradesh,krishna,3147,16600
November 2025,andhra pradesh,kurnool,5494,18679
November 2025,andhra pradesh,nandyal,595,2495
November 2025,andhra pradesh,palnadu,531,2644
November 2025,andhra pradesh,parvathipuram manyam,379,1475
November 2025,andhra pradesh,prakasam,4706,21278
November 2025,andhra pradesh,sri potti sriramulu nellore,623,3447
November 2025,andhra pradesh,sri sathya sai,800,3008
November 2025,andhra pradesh,srikakulam,5318,15113
November 2025,andhra pradesh,tirupati,685,3999
November 2025,andhra pradesh,visakhapatnam,4145,20905
November 2025,andhra pradesh,vizianagaram,2660,11212
November 2025,andhra pradesh,west godavari,3334,18781
November 2025,arunachal pradesh,anjaw,27,103
November 2025,arunachal pradesh,changlang,144,702
November 2025,arunachal pradesh,dibang valley,8,41
November 2025,arunachal pradesh,east kameng,44,167
November 2025,arunachal pradesh,east siang,106,471
November 2025,arunachal pradesh,kamle,10,50
November 2025,arunachal pradesh,kra daadi,20,53
November 2025,arunachal pradesh,kurung kumey,26,75
November 2025,arunachal pradesh,leparada,3,7
November 2025,arunachal pradesh,lohit,55,363
November 2025,arunachal pradesh,longding,49,175
November 2025,arunachal pradesh,lower dibang valley,39,210
November 2025,arunachal pradesh,lower siang,14,43
November 2025,arunachal pradesh,lower subansiri,43,273
November 2025,arunachal pradesh,namsai,28,354
November 2025,arunachal pradesh,pakke kessang,4,28
November 2025,arunachal pradesh,papum pare,171,789
November 2025,arunachal pradesh,shi yomi,11,100
November 2025,arunachal pradesh,siang,41,91
November 2025,arunachal pradesh,tawang,36,157
November 2025,arunachal pradesh,tirap,29,185
November 2025,arunachal pradesh,upper siang,45,137
November 2025,arunachal pradesh,upper subansiri,49,175
November 2025,arunachal pradesh,west kameng,66,365
November 2025,arunachal pradesh,west siang,67,425
November 2025,assam,bajali,17,160
November 2025,assam,baksa,184,2642
November 2025,assam,barpeta,787,9011
November 2025,assam,biswanath,136,1664
November 2025,assam,bongaigaon,348,4129
November 2025,assam,cachar,954,9936
November 2025,assam,charaideo,167,1707
November 2025,assam,chirang,288,2515
November 2025,assam,darrang,490,3900
November 2025,assam,dhemaji,290,2994
November 2025,assam,dhubri,953,10470
November 2025,assam,dibrugarh,381,4835
November 2025,assam,dima hasao,1,59
November 2025,assam,goalpara,660,5400
November 2025,assam,golaghat,340,4317
November 2025,assam,hailakandi,487,3898
November 2025,assam,hojai,339,3873
November 2025,assam,jorhat,281,3626
November 2025,assam,kamrup,522,7328
November 2025,assam,kamrup metro,524,5258
November 2025,assam,karbi anglong,428,3704
November 2025,assam,kokrajhar,303,3845
November 2025,assam,lakhimpur,557,5399
November 2025,assam,majuli,62,368
November 2025,assam,marigaon,575,6049
November 2025,assam,nagaon,1154,15419
November 2025,assam,nalbari,403,3166
November 2025,assam,sonitpur,478,6752
November 2025,assam,south salmara mancachar,147,2079
November 2025,assam,sribhumi,53,1201
November 2025,assam,tinsukia,368,6050
November 2025,assam,udalguri,225,3385
November 2025,assam,west karbi anglong,27,246
November 2025,bihar,araria,1457,23489
November 2025,bihar,arwal,434,5199
November 2025,bihar,aurangabad,2038,18133
November 2025,bihar,banka,1493,17285
November 2025,bihar,begusarai,2382,21948
November 2025,bihar,bhagalpur,2447,23114
November 2025,bihar,bhojpur,2165,19680
November 2025,bihar,buxar,1392,12194
November 2025,bihar,darbhanga,2502,31530
November 2025,bihar,gaya,3314,26927
November 2025,bihar,gopalganj,1482,20874
November 2025,bihar,jamui,1034,11189
November 2025,bihar,jehanabad,906,7436
November 2025,bihar,kaimur bhabua,1153,12999
November 2025,bihar,katihar,2029,32899
November 2025,bihar,khagaria,1359,11445
November 2025,bihar,kishanganj,1023,17911
November 2025,bihar,lakhisarai,889,9920
November 2025,bihar,madhepura,1213,15767
November 2025,bihar,madhubani,2910,37463
November 2025,bihar,munger,798,9209
November 2025,bihar,muzaffarpur,2929,39690
November 2025,bihar,nalanda,2279,19659
November 2025,bihar,nawada,1241,12930
November 2025,bihar,pashchim champaran,6,276
November 2025,bihar,patna,4118,41882
November 2025,bihar,purbi champaran,4,229
November 2025,bihar,purnia,1756,24150
November 2025,bihar,rohtas,2103,22227
November 2025,bihar,saharsa,1202,11862
November 2025,bihar,samastipur,2999,35361
November 2025,bihar,saran,2672,28030
November 2025,bihar,sheikhpura,516,4863
November 2025,bihar,sheohar,430,4872
November 2025,bihar,sitamarhi,2253,28809
November 2025,bihar,siwan,2043,22808
November 2025,bihar,supaul,1304,17088
November 2025,bihar,vaishali,2130,24473
November 2025,chandigarh,chandigarh,715,6728
November 2025,chhattisgarh,balod,769,7164
November 2025,chhattisgarh,bastar,2112,11323
November 2025,chhattisgarh,bemetara,639,8055
November 2025,chhattisgarh,bijapur,241,1836
November 2025,chhattisgarh,bilaspur,2108,19400
November 2025,chhattisgarh,dakshin bastar dantewada,353,1227
November 2025,chhattisgarh,dhamtari,461,5422
November 2025,chhattisgarh,durg,1347,9480
November 2025,chhattisgarh,gariyaband,214,6854
November 2025,chhattisgarh,gaurela pendra marwahi,92,553
November 2025,chhattisgarh,janjgir champa,907,12469
November 2025,chhattisgarh,jashpur,1858,11552
November 2025,chhattisgarh,kabeerdham,335,1988
November 2025,chhattisgarh,khairagarh chhuikhadan gandai,106,1060
November 2025,chhattisgarh,kondagaon,738,8371
November 2025,chhattisgarh,korba,487,7008
November 2025,chhattisgarh,mahasamund,764,9643
November 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,113,1159
November 2025,chhattisgarh,mohla manpur ambagarh chouki,625,2810
November 2025,chhattisgarh,mungeli,487,7350
November 2025,chhattisgarh,narayanpur,194,847
November 2025,chhattisgarh,raigarh,719,12160
November 2025,chhattisgarh,raipur,1650,14929
November 2025,chhattisgarh,rajnandgaon,1075,14717
November 2025,chhattisgarh,sakti,311,2924
November 2025,chhattisgarh,sarangarh bilaigarh,146,2180
November 2025,chhattisgarh,sukma,345,2228
November 2025,chhattisgarh,surajpur,799,5429
November 2025,chhattisgarh,surguja,1399,14115
November 2025,chhattisgarh,uttar bastar kanker,246,3129
November 2025,delhi,new delhi,68,459
November 2025,delhi,north east,101,2599
November 2025,delhi,shahdara,209,1910
November 2025,goa,north goa,335,4011
November 2025,goa,south goa,311,3644
November 2025,gujarat,ahmedabad,4374,35537
November 2025,gujarat,amreli,405,4801
November 2025,gujarat,anand,667,6407
November 2025,gujarat,arvalli,272,1154
November 2025,gujarat,banas kantha,1107,10449
November 2025,gujarat,bharuch,975,6294
November 2025,gujarat,bhavnagar,1202,9219
November 2025,gujarat,botad,199,1010
November 2025,gujarat,chhotaudepur,294,1322
November 2025,gujarat,dahod,730,5542
November 2025,gujarat,devbhumi dwarka,197,1013
November 2025,gujarat,gandhinagar,703,6550
November 2025,gujarat,gir somnath,361,1839
November 2025,gujarat,jamnagar,669,6492
November 2025,gujarat,junagadh,554,6252
November 2025,gujarat,kachchh,994,8644
November 2025,gujarat,kheda,655,7450
November 2025,gujarat,mahesana,762,6878
November 2025,gujarat,mahisagar,172,1251
November 2025,gujarat,morbi,357,1845
November 2025,gujarat,narmada,265,1492
November 2025,gujarat,navsari,658,4531
November 2025,gujarat,panch mahals,5,125
November 2025,gujarat,patan,453,4590
November 2025,gujarat,porbandar,308,2637
November 2025,gujarat,rajkot,1209,14919
November 2025,gujarat,sabar kantha,8,160
November 2025,gujarat,surat,3845,37965
November 2025,gujarat,surendranagar,6,252
November 2025,gujarat,tapi,397,1636
November 2025,gujarat,vadodara,1908,16151
November 2025,gujarat,valsad,1023,6106
November 2025,haryana,ambala,563,4628
November 2025,haryana,bhiwani,629,4962
November 2025,haryana,charkhi dadri,281,1608
November 2025,haryana,faridabad,1858,14670
November 2025,haryana,fatehabad,431,3808
November 2025,haryana,hisar,842,6834
November 2025,haryana,jhajjar,497,3598
November 2025,haryana,jind,506,3885
November 2025,haryana,kaithal,553,3529
November 2025,haryana,karnal,859,4734
November 2025,haryana,kurukshetra,396,3347
November 2025,haryana,mahendragarh,378,3202
November 2025,haryana,palwal,595,5778
November 2025,haryana,panchkula,462,3543
November 2025,haryana,panipat,798,5489
November 2025,haryana,rewari,696,4518
November 2025,haryana,rohtak,479,2638
November 2025,haryana,sirsa,601,6320
November 2025,haryana,sonipat,870,5971
November 2025,haryana,yamunanagar,11,137
November 2025,himachal pradesh,bilaspur,170,917
November 2025,himachal pradesh,chamba,738,2573
November 2025,himachal pradesh,hamirpur,220,1347
November 2025,himachal pradesh,kangra,733,5137
November 2025,himachal pradesh,kinnaur,43,221
November 2025,himachal pradesh,kullu,278,1829
November 2025,himachal pradesh,lahaul and spiti,21,67
November 2025,himachal pradesh,mandi,440,2338
November 2025,himachal pradesh,shimla,425,2510
November 2025,himachal pradesh,sirmaur,336,1730
November 2025,himachal pradesh,solan,238,1289
November 2025,himachal pradesh,una,178,1246
November 2025,jammu and kashmir,anantnag,606,4068
November 2025,jammu and kashmir,bandipora,383,1586
November 2025,jammu and kashmir,baramulla,587,4140
November 2025,jammu and kashmir,budgam,368,649
November 2025,jammu and kashmir,doda,245,1825
November 2025,jammu and kashmir,ganderbal,128,864
November 2025,jammu and kashmir,jammu,367,5287
November 2025,jammu and kashmir,kathua,254,2516
November 2025,jammu and kashmir,kishtwar,113,596
November 2025,jammu and kashmir,kulgam,290,1133
November 2025,jammu and kashmir,kupwara,685,2910
November 2025,jammu and kashmir,poonch,0,3
November 2025,jammu and kashmir,pulwama,465,2042
